OD_id,matching_prob,ride_distance,detour_distance,shared_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker
188,0.1170230870422263,4613.09014237627,127.9807544165764,351.4999037741969,4517.139584067069,32.03019610737487,76.33394836429868,4584.143259210817,99.03387125112305,282.51406686418363
189,0.023280633109453386,9489.412758944321,27.284733969378504,123.70309744516491,9481.157543295016,19.029518320071325,75.12346570949609,9470.579683421827,8.451658446880849,49.35513553556471
190,0.03656391205433773,2980.6595279490466,23.486486244785304,84.79424824324245,2980.1652491101845,22.99220740592368,54.97705894152653,2957.9245032142153,0.7514615099536248,30.43214316924765
191,0.1276199299414913,9993.934608298328,151.20337159395885,508.02529193063685,9937.689588292724,94.95835158835266,277.22692428672156,9905.008117759864,62.27688105549397,248.40813296328704
192,0.07707887534633462,3025.97913720823,55.120555703479106,179.44749292405268,3015.12840566526,44.269824160508904,101.79800846748755,2983.0664623338225,12.207880829072733,80.77023537749497
193,0.1409531551465535,5135.548012767269,106.15793616500262,363.77047761335757,5125.923338884253,96.53326228198705,274.39295908074854,5041.636202189873,12.246125587608345,96.828917908394
194,0.07119445229122379,8419.790214203596,90.11497639212848,301.9747391076653,8393.35048235542,63.67524454395082,182.68698759143865,8357.942488933493,28.267251122024792,124.5309821201387
195,0.013578654659750722,23612.116840148647,3.122900591872105,148.35226281055705,23612.129232838142,3.1352932813659544,66.88757590777733,23609.015332929048,0.02139337227297655,82.18547043664701
196,0.10629581996971094,7570.966415048672,103.52510485235216,381.39751468075525,7541.457332523888,74.01602232756717,267.67295449165056,7499.2895452298,31.848235033478513,122.18391592477968
197,0.013057441716514129,9128.970368272934,9.860489563218849,70.29344908971296,9122.03766715036,2.9277884406438415,24.78043696245114,9126.072623529284,6.962744819570287,45.76729823932352
198,0.08157236889384722,8297.726061581114,96.00476969229094,295.70507955903315,8283.713045328048,81.99175343922384,194.34434674988125,8217.728388661324,16.007096772504102,106.08728468371203
199,0.0655643044099472,5785.88413801545,47.003851188046205,144.21116218811727,5767.756467270029,28.876180442625746,98.55202551159658,5757.49983668931,18.61954986190554,47.33787958827037
200,0.02958395042417361,13915.58780443327,23.47370328500179,219.767421601036,13902.574453447873,10.460352299604086,105.0415976152661,13905.302094581864,13.187993433594025,116.47956241106918
201,0.09582231603891511,3016.1493876724044,100.03451855035209,197.98609173207802,2966.023063433705,49.908194311652224,84.76040690093274,2969.172987154337,53.058118032284554,118.20482780197898
202,0.22494403393072038,3143.6621980321925,202.77678116524936,483.06989698588825,3099.1582902831387,158.2728734161951,257.4610033484345,3003.6645451323725,62.77912826542929,255.33702397970836
203,0.20542527052596038,1805.8516075854704,154.37398727842765,304.73386799974617,1762.5698320300016,111.09221172295884,146.60218040686127,1707.5917746961647,56.11415438912194,175.06586045382195
204,0.1408753775360676,5504.351387028028,142.24234071912477,480.1895135920354,5435.573854243838,73.46480793493636,189.56127227671212,5437.855603258176,75.74655694927587,308.61041705899527
205,0.14028245200739653,7509.422642907441,185.16369582059372,422.6709706750982,7388.575130658569,64.31618357172138,127.42971389771218,7451.912099210387,127.65315212353875,308.72527734512545
206,0.19997929706809947,4067.1439710179866,169.50653187329755,489.0887129610892,4017.9397623727727,120.30232322808318,276.88456541229624,3958.920998213709,61.28355906901964,240.0056529795492
207,0.1600571166194935,7002.600753561406,148.81676078575003,593.8288915686131,6939.398959194942,85.61496641928677,291.9949425578806,6925.577406593055,71.79341381739945,331.13617890088085
208,0.1733731880860886,7277.661838948787,177.03246428223412,686.5226122407498,7202.159816195482,101.5304415289278,328.70155191113093,7187.000305828367,86.37093116181296,393.0088031154921
209,0.14794619547701848,6702.824987425969,188.89521821779937,435.49461197637174,6585.323067504287,71.39329829611634,130.65615999907877,6639.38218438801,125.45241517983811,319.3885737017845
210,0.1929166355575488,2119.574549082884,142.99355852617737,340.3026914658766,2091.1026743395105,114.52168378280358,185.10816688702621,2016.7623580695001,40.18136751279329,174.1212698914233
211,0.16734911683971976,6269.345715418277,163.64343832428398,615.9087300633375,6202.2016871477335,96.49941005374097,289.5950328361977,6182.71506713317,77.0127900391767,355.9298823089814
212,0.19459930410745707,1814.0749123387268,151.62060698636574,318.4494899028966,1790.0499533226289,127.59564797026806,172.7455477434305,1699.93276836346,37.478463011098796,163.91798749451095
213,0.12509663352763234,6156.793865262356,132.42770487330233,295.28060047493454,6078.9197481979845,54.553587808930246,95.25450253098693,6107.384007415444,83.01784702639124,209.00742178284742
214,0.16614736389153273,13775.82281759055,216.7056810330661,642.9001148732103,13647.002309266705,87.88517270922513,217.71843868558292,13698.680305933247,139.56316937576247,451.79453156985556
215,0.15419036468568237,3188.3763555311184,146.77055772880826,329.04649363624435,3132.4661117250566,90.86031392274676,158.30038763184945,3105.9108936112334,64.30509580892344,185.37194504007067
216,0.19435912409296308,7338.469479921473,189.31558122783906,721.9534398948477,7254.133651100661,104.97975240702803,356.02841414437006,7246.592828814441,97.43893012080771,410.36289371308624
217,0.15073864836460005,1670.0965291597267,96.17232803482078,219.78039819676147,1656.0734749668973,82.14927384199153,121.74956648444615,1594.8225154875443,20.89831436263809,108.22033073031069
218,0.15982623190533318,19768.576199928648,147.6841096317882,936.952778135911,19709.857314508423,88.96522421155663,515.358562967089,19688.739056032457,67.84696573559596,474.47144214897105
219,0.1394091095015404,2842.744045366525,89.40455873796331,288.60855063267377,2827.4624005843075,74.12291395574599,136.37097180323173,2773.530330716464,20.190844087903095,161.2694995185263
220,0.11443052047027547,2196.0203131949597,119.58175817570309,226.864015663401,2176.419925267785,99.98137024852868,122.68509207747047,2101.7967731758426,25.35821815658605,111.2442391552799
221,0.09259019557414938,9832.554909461636,146.51060324922884,358.281806752155,9760.906188437093,74.86188222468557,188.28718543168156,9761.186623941894,75.14231772949,178.78146278184008
